# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 12:06:04+0100
# parameter filename: "./TOV_K_105_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
# Run ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 1.05e-08
512 0.25 1.05e-08
1024 0.5 1.05e-08
1536 0.75 1.05e-08
2048 1 1.05e-08
2560 1.25 1.05e-08
3072 1.5 1.05e-08
3584 1.75 1.05e-08
4096 2 1.05e-08
4608 2.25 1.05e-08
5120 2.5 1.05e-08
5632 2.75 1.05e-08
6144 3 1.05e-08
6656 3.25 1.05e-08
7168 3.5 1.05e-08
7680 3.75 1.05e-08
8192 4 1.05e-08
8704 4.25 1.05e-08
9216 4.5 1.05e-08
9728 4.75 1.05e-08
10240 5 1.05e-08
10752 5.25 1.05e-08
11264 5.5 1.05e-08
11776 5.75 1.05e-08
12288 6 1.05e-08
12800 6.25 1.05e-08
13312 6.5 1.05e-08
13824 6.75 1.05e-08
14336 7 1.05e-08
14848 7.25 1.05e-08
15360 7.5 1.05e-08
15872 7.75 1.05e-08
16384 8 1.05e-08
16896 8.25 1.05e-08
17408 8.5 1.05e-08
17920 8.75 1.05e-08
18432 9 1.05e-08
18944 9.25 1.05e-08
19456 9.5 1.05e-08
19968 9.75 1.05e-08
20480 10 1.05e-08
20992 10.25 1.05e-08
21504 10.5 1.05e-08
22016 10.75 1.05e-08
22528 11 1.05e-08
23040 11.25 1.05e-08
23552 11.5 1.05e-08
24064 11.75 1.05e-08
24576 12 1.05e-08
25088 12.25 1.05e-08
25600 12.5 1.05e-08
26112 12.75 1.05e-08
26624 13 1.05e-08
27136 13.25 1.05e-08
27648 13.5 1.05e-08
28160 13.75 1.05e-08
28672 14 1.05e-08
29184 14.25 1.05e-08
29696 14.5 1.05e-08
30208 14.75 1.05e-08
30720 15 1.05e-08
31232 15.25 1.05e-08
31744 15.5 1.05e-08
32256 15.75 1.05e-08
32768 16 1.05e-08
33280 16.25 1.05e-08
33792 16.5 1.05e-08
34304 16.75 1.05e-08
34816 17 1.05e-08
35328 17.25 1.05e-08
35840 17.5 1.05e-08
36352 17.75 1.05e-08
36864 18 1.05e-08
